"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"social_activities_time.29",9.85591943234359,22.0632194592912,-33.4163092502749,53.1281481149621,0.655136309041967,1,0.869254029558122
"tv_time.30",-1.11740569397086,0.877882292645844,-2.83918241009952,0.6043710221578,0.203238573895085,1,0.566551891321599
"video_time.30",-1.51920591715751,0.88791694427909,-3.26066343751394,0.222251603198908,0.0872577510327577,1,0.4600854023901
"videogames_time.30",0.299067991511701,0.891623304673576,-1.44965875512057,2.04779473814398,0.73734766536331,1,0.923632794866393
"social_activities_time.30",-0.817011139086753,1.04155134896058,-2.8597893979896,1.2257671198161,0.432898485164211,1,0.707174621593438
"tv_time.31",-2.42555066493188,1.56247763793892,-5.49002036271188,0.638919032848122,0.12074918632392,1,0.481126213022398
"video_time.31",-2.67230652536329,1.56457419963075,-5.74088818584799,0.396275135121405,0.0878078992445546,1,0.4600854023901
"videogames_time.31",1.49943713446148,1.59637767196551,-1.63152031617061,4.63039458509357,0.347716315716612,1,0.659158535814432
"social_activities_time.31",-3.543232030825,1.85260082781238,-7.17671705554643,0.0902529938964269,0.0559621594761538,1,0.435989196491928
"tv_time.32",1.31491829157612,1.727590252202,-2.07337980650825,4.70321638966049,0.446680200277705,1,0.707174621593438
"video_time.32",-0.265537517438496,1.755251102171,-3.70808644567307,3.17701141079608,0.879770428219072,1,0.949839783907427
"videogames_time.32",-0.609172997100991,1.77362307620648,-4.08775461572793,2.86940862152595,0.73129075607182,1,0.923632794866393
"social_activities_time.32",-2.89788610907796,2.0353173285238,-6.88972492875485,1.09395271059894,0.154677893805037,1,0.519412186604569
"tv_time.33",-11.8683206423666,6.52774652591022,-24.6711304937249,0.934489208991765,0.069210759022161,1,0.455953822830178
"video_time.33",0.497487901319338,6.59068281094985,-12.4287583130955,13.4237341157342,0.939838453256024,1,0.963826364914714
"videogames_time.33",-2.39444630973706,6.66056018375479,-15.4577423794708,10.6688497599967,0.719266321744817,1,0.914207661283132
"social_activities_time.33",-0.985847446313936,7.72192384815879,-16.1307864114281,14.1590915188002,0.898425564210755,1,0.94995708710029
"tv_time.34",4.49578949286976,3.7962555091429,-2.94976907096576,11.9413480567053,0.236463637721425,1,0.590074398717683
"video_time.34",-8.33194888432201,3.82314909769774,-15.8302535786787,-0.833644189965364,0.0294362615949224,1,0.435989196491928
"videogames_time.34",-2.32091483501666,3.87816761883387,-9.92712681333459,5.28529714330127,0.549611056101025,1,0.790974641584544
"social_activities_time.34",-6.96241538727155,4.49435930964754,-15.7771580636556,1.85232728911255,0.121523580104522,1,0.481126213022398
"tv_time.35",-5.20160607577094,3.44756229704722,-11.9632735203881,1.56006136884624,0.131531908127274,1,0.481126213022398
"video_time.35",-2.49979806751739,3.48748728789584,-9.33976997412471,4.34017383908994,0.473596779764572,1,0.719655441876891
"videogames_time.35",6.00575160095543,3.51788791116536,-0.89384472631389,12.9053479282248,0.0879575033981074,1,0.4600854023901
"social_activities_time.35",-10.9294372331313,4.08527994355182,-18.9418535483117,-2.9170209179509,0.0075337417842039,1,0.297882859552443
"tv_time.36",-14.8346373544364,9.75569709972212,-33.9683109792843,4.29903627041156,0.128532581093111,1,0.481126213022398
"video_time.36",-5.81049266261249,9.86186708908243,-25.1523955820366,13.5314102568116,0.555809134298974,1,0.79151876716922
"videogames_time.36",2.19344863051204,9.90563295048882,-17.2342914873716,21.6211887483957,0.824779254347197,1,0.937914117013264
"social_activities_time.36",-17.8976323260339,11.5982089332637,-40.644991340305,4.84972668823732,0.122973072960797,1,0.481126213022398
"tv_time.37",-0.185059366365116,5.95190321941412,-11.8584116169582,11.488292884228,0.975199236904563,1,0.986075064825432
"video_time.37",-17.5555416335101,5.98759973463306,-29.2989047664896,-5.81217850053069,0.00341049724802645,0.927655251463194,0.286727058312933
"videogames_time.37",5.92543487781828,6.02883319692246,-5.89879864435799,17.7496683999946,0.325813447394128,1,0.654053415328346
"social_activities_time.37",-5.89666830564856,7.05672825902883,-19.736892460447,7.94355584914992,0.403485408454962,1,0.683630281542441
"tv_time.38",-5.50847616737785,2.05977719257528,-9.54829385024191,-1.4686584845138,0.00755644585962164,1,0.297882859552443
"video_time.38",1.84930226264876,2.06512142519187,-2.20099700312807,5.89960152842559,0.370643749010194,1,0.664845787392038
